latitude,longitude,stars,review_count,attributes_RestaurantsPriceRange2,attributes_GoodForKids,attributes_Ambience_touristy,attributes_Ambience_romantic,attributes_Ambience_intimate,attributes_Ambience_trendy,attributes_Ambience_classy,attributes_Ambience_casual,Bars_Night,Beauty_Health_Care,Cafes,GYM,Restaurants_Cuisines,Shops
36.0303587,-86.7918224,4.5,59,3,1,0,0,0,0,0,1,0,0,0,0,0,1
38.787952,-89.954575,3.5,86,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.105167,-75.338022,4.5,71,1,1,0,0,0,0,0,1,0,0,0,0,1,0
27.9660007275,-82.5016618658,3.5,53,1,1,0,0,0,0,0,1,0,1,0,0,0,0
32.231063,-110.98934,4.0,324,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9531992,-75.1602278,3.5,676,2,1,0,0,0,0,1,1,1,0,0,0,1,0
39.9571758,-86.016542,4.5,394,2,1,0,0,0,0,0,1,0,0,1,0,1,0
36.1973758,-86.741549,4.0,65,1,1,0,0,0,0,0,0,0,0,0,0,1,0
36.105208,-86.817418,3.5,61,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9419789,-75.1532317,4.5,312,2,0,0,0,0,0,0,1,0,0,0,0,1,0
39.9095331,-86.0988054,4.0,104,2,1,0,0,0,0,0,1,1,0,0,0,1,0
38.4061605,-90.3770914,4.5,173,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.96615,-82.52095,4.0,451,2,0,0,0,0,0,1,1,1,0,0,0,1,0
39.9706068,-75.1365465,4.5,162,3,1,0,0,0,1,0,1,0,0,0,0,1,0
40.0297007576,-75.632151263,4.5,100,1,1,0,0,0,0,0,1,0,0,0,0,1,0
43.6477913,-116.4311476,4.0,365,2,1,0,0,0,0,1,0,1,0,0,0,1,0
29.9408230564,-90.0681553447,4.0,109,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9532791038,-75.1955875611,4.0,272,3,0,0,0,0,0,1,0,0,0,0,0,1,0
32.2367439,-110.9128029,3.5,71,2,1,0,0,0,0,0,1,0,0,0,0,0,1
38.767164,-90.484029,3.5,67,3,0,0,1,0,0,1,0,0,0,0,0,1,0
27.9140393,-82.3471551,3.5,125,2,1,0,0,0,0,0,1,0,0,0,0,1,0
32.236675,-110.865028,4.5,986,2,1,0,0,0,0,0,1,0,0,0,0,1,0
36.1460552,-86.7795361,5.0,62,2,1,0,0,0,0,0,1,0,1,0,0,0,0
39.6182514059,-86.3544273376,4.0,71,1,1,0,0,0,0,0,1,0,0,0,0,1,0
43.5977801534,-116.1955570548,3.5,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1
29.9452587,-90.0733993,4.5,209,2,1,0,0,0,1,0,1,0,0,1,0,1,0
29.9580994,-90.0720595,4.5,218,1,1,0,0,0,1,1,1,0,0,1,0,1,0
36.114521,-86.752399,5.0,52,1,1,0,0,0,0,0,1,0,0,0,0,0,1
39.9261964,-75.1744997,4.0,52,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.7469853,-75.6116476,4.0,56,2,1,0,0,0,0,0,1,0,0,0,0,1,0
36.158454,-86.8189748,3.5,101,1,0,0,0,0,0,0,1,0,0,0,0,1,0
39.9007659605,-75.0531982706,3.5,59,2,1,0,0,0,0,0,1,0,1,0,0,0,0
43.658167,-116.2804842,3.5,86,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.441594,-75.3355242,4.0,113,2,1,0,0,0,0,0,1,1,0,0,0,1,0
32.236046,-110.89662,4.5,175,1,1,0,0,0,0,0,1,0,0,1,0,1,0
38.6566173,-90.3070499,3.5,55,2,1,0,0,0,0,0,1,0,0,1,0,1,0
39.7336462,-75.6224,3.5,74,2,1,0,0,0,0,0,0,1,0,0,0,1,0
40.0250874,-75.2221876,3.5,288,3,0,0,0,0,1,1,0,1,0,0,0,1,0
39.9545199,-75.0076955,4.5,115,1,1,0,0,0,0,0,1,0,0,0,0,1,0
43.6930332,-116.3386417,4.0,113,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.0038525938,-75.7078358457,4.0,187,2,1,0,0,0,0,1,0,0,0,0,0,1,0
39.9561946841,-75.1689851604,4.5,51,2,1,0,0,0,0,0,1,1,0,0,0,1,0
27.7712024886,-82.6662192866,4.5,56,2,1,0,0,0,0,0,1,0,1,0,0,0,0
38.628186,-90.193652,4.5,313,1,1,0,0,0,0,0,1,0,0,0,0,1,0
40.2338671,-74.9418195,4.0,347,2,1,0,0,0,0,1,0,0,0,0,0,1,0
39.9495474,-75.1426984,4.5,169,2,1,0,0,0,0,0,1,0,0,1,0,0,1
43.6131389,-116.2063268,3.5,76,2,0,0,0,0,0,0,1,1,0,0,0,1,0
27.8255364,-82.7866677,4.0,121,1,1,0,0,0,0,0,1,0,0,0,0,1,0
38.6110314,-90.3237052,4.5,79,2,1,0,0,0,0,0,1,0,1,0,0,0,0
40.0421548,-75.1289525,4.0,181,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.858024,-82.846512,4.5,303,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.518398,-119.809615,4.0,263,2,1,0,0,0,1,0,1,0,0,0,0,1,0
40.1344081097,-75.5138043214,3.5,185,2,1,0,0,0,1,0,1,1,0,0,0,1,0
36.1874355,-86.7464107,4.5,64,1,1,0,0,0,0,0,1,0,0,1,0,1,0
40.029494,-75.2059714,4.0,2686,2,1,0,0,0,0,1,1,0,0,0,0,1,0
43.5898381,-116.3573296,4.5,697,2,1,0,0,0,0,0,1,0,0,1,0,1,0
38.63225,-90.198,3.5,526,2,1,0,0,0,0,0,1,1,0,0,0,1,0
40.0897783354,-75.4137930726,3.5,210,3,0,0,0,0,0,1,0,1,0,0,0,1,0
28.1554135827,-82.7599114074,4.5,410,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.1576773543,-74.9161435388,4.5,313,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9313999,-75.1497036,4.5,82,2,1,0,0,0,0,0,1,0,0,1,0,0,0
36.183998,-86.749696,4.5,127,2,0,0,0,1,0,0,1,0,0,0,0,1,0
29.9507734,-90.0673411,5.0,222,1,1,0,0,0,0,0,1,0,0,0,0,0,1
27.995757,-82.5831536204,3.5,104,1,1,0,0,0,0,0,1,1,0,0,0,1,0
32.222231,-110.967274,4.5,321,1,0,0,0,0,1,1,0,1,0,1,0,1,0
43.5744177367,-116.1549925804,4.0,145,2,1,0,0,0,1,0,1,0,0,0,0,1,0
39.9176414,-86.1094737,5.0,82,1,1,0,0,0,0,0,1,0,1,0,0,0,1
27.9174024,-82.819542,3.5,160,2,1,0,0,0,0,0,1,1,0,0,0,1,0
36.3415357475,-86.5144075161,4.5,67,1,1,0,0,0,0,0,0,0,0,0,0,1,0
32.2204839358,-110.8399608527,3.5,145,1,1,0,0,0,0,0,1,0,0,0,0,1,0
36.1294045,-86.8519526,4.0,277,2,1,0,0,0,0,0,1,0,0,0,0,1,0
38.623893,-90.348316,3.5,98,2,0,0,0,0,0,0,1,1,0,0,0,1,0
43.6669169,-116.2751858,4.0,190,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.1448474,-75.3210322,4.0,500,2,1,0,0,0,0,1,1,0,0,0,0,1,0
27.9521870933,-82.7879929097,4.0,203,2,1,0,0,0,0,0,1,1,0,0,0,1,0
29.9443933,-90.1339682,4.0,91,1,1,0,0,0,0,0,1,0,0,0,0,1,0
32.2835114,-110.9443352,4.0,70,1,1,0,0,0,0,0,1,0,1,0,0,0,1
39.9497563,-75.1480623,4.0,95,2,1,0,0,0,0,0,1,0,0,0,0,1,1
29.9424398,-90.1342512,3.5,131,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.945238,-75.161439,4.5,82,2,1,0,0,0,0,0,1,0,1,0,0,0,0
32.2187165,-110.875828,3.5,165,2,1,0,0,0,0,0,1,1,0,0,0,1,0
27.9665073,-82.3999526,4.0,570,1,1,0,0,0,0,1,1,0,0,0,0,1,0
27.8142994138,-82.7713780251,4.0,214,2,1,0,0,0,0,0,1,0,0,0,0,1,0
28.0223875,-82.5414321,4.5,1449,1,1,0,0,0,0,1,1,0,0,0,0,1,0
34.4219915,-119.7038202,4.5,492,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.245979241,-75.2401212529,3.5,66,2,1,0,0,0,0,0,1,1,0,0,0,1,0
40.1333782,-75.5157823,4.0,56,1,1,0,0,0,0,0,1,0,0,0,0,1,0
29.9532894,-90.067761,4.5,97,2,0,0,0,1,0,0,1,1,0,0,0,0,0
27.7710227615,-82.6375026142,4.0,292,2,1,0,0,0,0,0,1,1,0,0,0,1,0
32.3237304,-110.9757008,3.5,111,2,1,0,0,0,0,0,1,1,0,0,0,1,0
39.4716015,-119.7707241,3.5,59,1,1,0,0,0,0,0,1,0,0,0,0,0,1
27.9528747,-82.5031054,3.5,122,1,1,0,0,0,1,0,1,1,0,0,0,1,0
38.4446671,-90.3767904,4.0,166,2,1,0,0,0,0,0,1,1,0,0,0,1,0
32.3360391,-111.0441313,4.0,60,1,1,0,0,0,0,0,1,0,0,0,0,0,1
39.5139099,-119.8553259,4.5,460,2,0,0,0,0,0,1,0,0,0,0,0,1,0
39.8841628,-75.4125789,3.5,405,2,1,0,0,0,0,0,1,0,0,0,0,0,1
39.753977,-86.243617,4.5,90,2,1,0,0,0,0,0,1,0,0,0,0,1,0
43.630023,-116.203129,3.5,212,2,1,0,0,0,0,1,1,1,0,0,0,1,0
43.611887,-116.286609,3.5,57,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.8717108,-75.5907088,4.0,127,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.52082,-119.8149059,4.5,95,3,0,0,0,0,0,0,1,0,1,0,0,0,0
39.9416787531,-75.1487875936,4.0,722,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.1411157,-75.1161581,4.0,91,1,1,0,0,0,0,0,1,0,0,1,0,1,0
39.9785639603,-86.1424100701,3.5,111,2,0,0,0,0,0,0,1,1,0,0,0,1,0
27.8600542114,-82.7278360812,4.0,169,2,1,0,0,0,0,0,1,0,0,0,0,1,0
32.2911798811,-110.9809295735,4.5,53,1,1,0,0,0,0,0,1,0,0,0,0,0,1
28.0259259,-82.5422424,4.0,278,2,1,0,0,0,0,0,1,0,0,0,0,1,0
32.227515,-110.9682204,4.0,51,2,0,0,1,1,1,1,1,1,0,0,0,1,0
40.1515202,-74.9746447,4.0,80,1,1,0,0,0,0,0,1,0,0,0,0,1,0
27.771066,-82.634792,4.5,59,1,1,0,0,0,0,0,1,0,0,0,0,0,1
34.4174611,-119.6425353,4.0,56,3,1,0,0,0,0,0,1,0,0,0,0,1,0
39.7704112069,-86.1603587275,3.5,90,3,0,0,0,0,0,1,0,0,0,0,0,1,0
40.0061229694,-75.2900573127,3.5,131,2,1,0,0,0,0,1,1,0,0,0,0,1,0
27.7943182,-82.7291837,4.0,100,2,1,0,0,0,0,0,1,0,0,0,0,1,0
38.627167,-90.25334,4.5,313,2,1,0,0,0,1,1,1,0,0,1,0,1,0
39.8242416,-86.2534026,4.0,62,1,1,0,0,0,0,0,1,0,0,0,0,1,0
40.3657541,-74.952125,4.5,73,1,1,0,0,0,0,0,1,0,0,0,0,1,0
40.0346801,-75.633173,4.5,113,1,1,0,0,0,0,0,1,0,0,0,0,1,0
36.1517816,-86.833844,4.0,261,3,1,0,1,0,1,1,1,0,0,0,0,1,0
39.8016902,-75.0664381,4.5,229,2,1,0,0,0,0,0,1,0,0,0,0,1,0
34.429785,-119.872615,4.0,232,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.6052988988,-119.8403598368,4.0,93,1,1,0,0,0,0,0,1,0,0,0,0,1,0
35.9593499,-86.8070497,4.0,406,2,1,0,0,0,1,1,0,1,0,0,0,1,0
34.4401464276,-119.7523719474,4.0,225,2,1,0,0,0,1,1,1,0,0,0,0,1,0
29.9383815,-90.0714923,4.0,71,2,0,0,0,0,0,0,1,0,1,0,0,0,0
40.3101813,-75.1301285,4.5,60,2,0,0,0,0,0,0,1,0,1,0,0,0,1
40.31869,-75.1308909,4.0,78,2,0,0,0,0,0,0,1,1,0,0,0,1,0
38.766912,-90.4853357,4.0,53,2,0,0,0,0,0,0,1,0,0,0,0,1,0
39.9656840022,-75.1354179992,5.0,182,2,0,0,0,0,0,0,1,1,0,0,0,0,0
53.5952957,-113.5063065,4.5,63,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.7608504,-75.1315004,4.0,86,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.521842791,-119.8356924732,4.5,54,2,1,0,0,0,0,0,1,0,0,0,0,1,0
38.6447466,-90.2626654,3.5,129,1,1,0,0,0,0,0,1,0,1,0,0,0,0
39.4786074,-119.7879298,4.5,69,2,1,0,0,0,0,0,1,0,0,0,0,0,1
38.466916,-90.3051806447,5.0,68,2,0,0,1,1,0,1,1,1,0,0,0,1,0
39.9405417,-75.1459758,4.0,97,2,1,0,0,0,0,0,1,0,0,0,0,1,0
43.590587,-116.193405,4.0,66,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.5179805,-119.8095246,3.5,142,2,0,0,0,0,0,1,0,1,0,0,0,1,0
32.235443,-110.826433,3.5,57,2,1,0,0,0,0,0,1,0,1,0,0,0,0
53.5184085,-113.5026666,4.0,237,2,0,0,0,0,0,0,1,0,0,0,0,1,0
39.9485127,-75.1680322,4.0,753,3,0,0,1,0,0,1,0,1,0,0,0,1,0
29.9942225834,-90.1560516698,3.5,175,2,1,0,0,0,0,1,1,0,0,0,0,1,0
40.0295108576,-75.0583856691,4.0,55,1,1,0,0,0,0,0,1,0,0,0,0,1,0
27.942286,-82.339936,4.0,262,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.842833,-82.794022,3.5,77,2,1,0,0,0,0,0,1,0,1,0,0,0,1
28.050129822,-82.5031507015,4.0,280,2,1,0,0,0,0,0,1,1,0,0,0,1,0
28.1945861262,-82.5037025706,3.5,65,2,1,0,0,0,0,0,1,0,1,0,0,0,0
39.869191,-74.848689,4.5,97,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.7684741,-86.1612329,4.0,296,2,1,0,0,0,0,0,1,0,0,0,0,1,0
36.1520500835,-86.849803456,5.0,189,2,1,0,0,0,0,0,1,0,0,1,0,1,1
32.329324,-111.046807,3.5,111,1,1,0,0,0,0,0,1,0,0,0,0,1,0
28.0534510673,-82.3921844,4.0,69,2,1,0,0,0,0,0,1,0,0,0,0,1,0
30.0011108,-90.1283491,4.0,90,2,1,0,0,1,0,1,0,0,0,0,0,1,0
29.9219677,-90.1073935,4.0,59,1,1,0,0,0,0,0,0,0,0,0,0,1,0
29.9753366,-90.10028,4.5,66,1,1,0,0,0,0,1,0,0,0,0,0,1,0
28.2338763,-82.6657704,3.5,58,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.7712796,-82.680339,5.0,116,1,1,0,0,0,0,0,1,0,0,0,0,1,0
30.005456,-90.1796536,3.5,76,2,1,0,0,0,0,0,1,0,0,0,0,1,0
38.6337502,-90.2080181,4.0,121,2,0,0,0,0,0,0,0,1,0,0,0,1,0
35.9240072532,-86.8150240128,3.5,66,1,1,0,0,0,0,0,1,0,0,0,1,0,0
39.9605192,-75.1578355,4.5,150,2,1,0,0,0,0,0,1,0,1,0,0,0,0
40.0618676,-75.0465123,4.0,97,1,1,0,0,0,0,0,1,0,0,0,0,0,1
32.2359237,-110.9063139,4.0,135,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.5343555,-119.7343535,3.5,203,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.1348609197,-74.9781722372,4.0,54,1,1,0,0,0,0,0,1,0,0,0,0,0,1
30.0151626266,-90.240568,3.5,62,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.5277245518,-119.8195431232,3.5,85,2,1,0,0,0,0,1,1,1,0,0,0,1,0
27.9654184,-82.512508,4.0,1154,2,1,0,0,0,1,1,0,1,0,0,0,1,0
39.948041,-75.2242388,3.5,276,2,1,0,1,1,1,1,1,1,0,0,0,1,0
43.6039139,-116.2155021,4.0,51,3,1,0,0,0,0,0,1,0,0,0,0,1,0
27.8806366073,-82.8204136681,3.5,67,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.639046,-119.709402,3.5,65,1,1,0,0,0,0,0,1,0,0,0,0,1,0
29.9587931,-90.0656443,3.5,455,2,1,1,0,0,0,0,1,1,0,0,0,0,0
36.3096564,-86.6665613,4.0,210,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.5211118,-119.7413824,3.5,93,2,1,0,0,0,0,0,1,0,1,0,0,0,1
39.5415840149,-119.7158508301,4.0,404,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.8526566858,-82.8449979646,4.0,173,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9150338473,-75.0098150969,3.5,62,1,1,0,0,0,0,0,1,0,0,0,0,1,0
28.043509235,-82.5923084782,4.0,181,2,1,0,0,0,0,1,1,0,0,0,0,1,0
29.9205946,-90.1010561,4.0,330,2,1,0,0,0,0,0,1,0,0,0,0,1,0
29.9321273449,-90.0734630978,4.5,264,2,1,0,0,0,0,0,1,0,1,0,0,0,0
27.7755012,-82.6328533,4.5,423,1,1,0,0,0,0,0,1,0,0,1,0,1,0
43.6180626,-116.2023987,4.5,114,2,1,0,0,0,0,0,1,0,1,0,0,0,0
27.9420245,-82.4765868,4.0,94,1,1,0,0,0,0,0,1,0,0,0,0,1,0
28.1936795,-82.6995764,3.5,69,1,1,0,0,0,0,0,0,1,0,0,0,1,0
27.8518584,-82.7006277,4.5,407,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.092327,-75.214039,3.5,69,1,1,0,0,0,0,1,0,1,0,0,0,1,0
39.5414516,-119.716242,3.5,73,2,1,0,0,0,0,0,1,0,0,0,0,1,0
36.1262355724,-86.7891158421,3.5,456,2,1,0,0,0,0,0,1,1,0,0,0,1,0
39.7791327,-86.1645255,4.5,277,2,1,0,0,0,0,1,0,0,0,1,0,1,0
28.013284,-82.7876846,4.0,70,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9115964464,-75.1826359382,3.5,153,2,1,0,0,0,0,1,0,0,0,0,0,1,0
39.9553668,-75.1566243,4.0,75,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.8805494,-75.5427271,4.0,115,3,1,0,0,0,0,1,0,1,0,0,0,1,0
27.7987436,-82.654758,4.0,65,1,1,0,0,0,0,0,1,0,0,0,0,1,0
29.957464,-90.064198,4.0,1087,2,0,0,0,0,0,1,0,1,0,0,0,1,0
32.2085329585,-110.851144318,5.0,87,1,1,0,0,0,0,0,1,0,0,0,0,0,1
28.0078523,-82.4592643,4.5,498,2,1,0,0,0,0,1,1,0,0,0,0,1,0
38.5933036,-90.2948797,5.0,74,2,1,0,0,0,0,0,1,0,0,0,0,0,1
39.5826528103,-119.7417653124,4.0,154,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9797004,-75.2680846,4.5,82,1,1,0,0,0,0,0,0,0,0,1,0,1,0
32.2060513641,-110.8744669481,3.5,69,2,0,0,0,0,0,0,1,0,1,0,0,0,0
32.257996,-110.943475,3.5,118,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.8051295,-74.9309749,4.0,110,2,1,0,0,0,0,1,0,0,0,0,0,1,0
29.9608550676,-90.185473,4.0,169,2,1,0,0,0,1,0,1,0,0,1,0,1,0
39.9516222,-86.0404121,4.0,187,2,1,0,0,0,0,1,1,0,0,0,0,1,0
39.9563381,-75.202346,3.5,51,1,1,0,0,0,0,0,0,0,0,1,0,1,0
38.508713,-90.338468,4.0,93,2,1,0,0,0,0,0,1,0,0,0,0,0,1
36.355767,-86.505498,4.5,110,2,1,0,0,1,1,1,1,0,0,0,0,1,0
36.2276172,-86.7591962,4.0,59,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9420117,-75.1534778,4.0,72,2,1,0,0,0,0,0,1,0,0,0,0,0,1
40.0684704,-75.4467919,3.5,90,2,1,0,0,0,0,1,1,0,0,0,0,1,0
27.9604176117,-82.4403327749,4.0,191,2,0,0,0,0,1,0,1,1,0,0,0,1,0
38.5287929163,-90.3633732675,4.0,160,2,1,0,0,0,0,0,1,1,0,0,0,1,0
34.4180326753,-119.6999645625,4.0,324,2,1,0,0,0,0,0,1,0,0,0,0,1,0
38.672453,-90.4463789,4.0,79,1,1,0,0,0,0,0,1,0,0,0,0,1,0
38.6283086342,-90.2496264663,4.5,197,2,1,0,0,0,1,1,1,0,0,0,0,1,0
39.779627,-86.142661,4.0,567,2,1,0,0,0,0,1,1,0,0,0,0,1,0
35.967530967,-86.8094204319,3.5,108,2,0,0,0,0,0,1,1,1,0,0,0,1,0
38.649659,-90.3353742,3.5,196,2,1,0,0,0,1,1,0,1,0,0,0,1,0
39.9038423,-75.2253442,3.5,148,1,1,0,0,0,0,0,1,0,0,0,0,0,1
39.514546,-119.859537,5.0,56,2,1,0,0,0,0,0,1,0,1,0,0,0,0
39.4732643,-119.7978441,4.0,61,1,1,0,0,0,0,0,1,0,1,0,0,0,0
36.1370319,-86.7996125,3.5,80,2,1,0,0,0,0,0,1,0,1,0,0,0,0
30.019795,-90.123733,4.0,443,2,1,0,0,0,0,0,1,0,0,0,0,1,0
32.3215813,-110.9289157,4.0,65,2,1,0,0,0,0,0,1,0,1,0,0,0,0
27.821583,-82.670451,4.5,141,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.0076187,-75.2913682,4.5,54,1,1,0,0,0,0,0,1,0,0,1,0,1,0
53.541294,-113.5254643,4.0,142,2,1,0,0,0,0,1,1,0,0,0,0,1,0
40.0693132723,-75.0072478876,4.0,95,1,1,0,0,0,0,0,1,0,0,0,0,0,1
32.2224094,-110.8251207,4.5,100,1,1,0,0,0,0,0,1,0,0,0,0,1,0
38.4999275208,-90.3312530518,3.5,160,2,1,0,0,0,0,1,1,0,0,0,0,1,0
27.9424589,-82.5061735,4.5,224,2,1,0,0,0,1,0,1,0,0,1,0,1,0
39.9714957,-75.1273589,4.0,559,2,0,0,0,0,0,1,1,0,0,0,0,1,0
29.9769442,-90.0770736,4.0,128,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.961294,-75.6028723,5.0,95,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9256856,-86.1005365,5.0,148,2,1,0,0,0,0,0,1,0,1,0,0,0,0
40.0090963,-75.1940071,4.0,57,1,1,0,0,0,0,0,0,0,0,0,0,1,1
39.6648638,-86.1837185,4.5,55,1,1,0,0,0,0,0,1,0,1,0,0,0,0
39.5107888,-119.808955,4.5,73,1,1,0,0,0,0,0,1,0,0,0,0,0,1
32.3819045,-111.0472982,4.0,122,1,1,0,0,0,0,0,1,0,0,1,0,0,0
40.3751405,-74.9482478,4.5,163,2,1,0,0,0,0,0,1,0,0,0,0,1,0
29.9478571,-90.0721401,4.0,416,2,0,0,1,1,1,1,1,1,0,0,0,1,0
27.7410685,-82.7541665,4.5,121,2,1,1,0,0,0,0,1,1,0,0,0,1,0
40.2936876,-75.1931366,3.5,84,2,0,0,0,0,0,0,1,1,0,0,0,1,0
32.338255,-111.028477,3.5,96,2,1,0,0,0,0,1,1,1,0,0,0,1,0
39.532775334,-119.7203595022,4.0,118,1,1,0,0,0,0,0,1,0,0,0,0,1,0
36.0395043,-86.7411856,4.0,281,2,1,0,0,0,0,0,1,1,1,0,0,0,0
34.4215736,-119.6012172,4.0,201,2,1,0,0,0,0,1,0,0,0,0,0,1,0
32.264117,-110.944424,3.5,55,1,1,0,0,0,0,0,1,0,0,0,0,1,0
28.1302388,-82.3677341,4.5,110,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.443828,-119.7721249,4.5,98,2,1,0,0,0,0,0,1,0,0,0,0,0,1
39.5287917032,-119.8143559121,4.0,570,3,0,0,1,1,0,1,0,1,0,0,0,1,0
39.9388677768,-75.156939,4.5,120,1,1,0,0,0,0,1,0,0,0,0,0,1,0
39.469399,-119.77008,5.0,59,1,1,0,0,0,0,0,1,0,0,0,0,0,1
32.3857329242,-110.9566569328,3.5,80,3,1,0,0,0,0,1,1,1,0,0,0,1,0
36.1759076,-86.7856404,4.0,432,2,0,0,0,0,0,0,1,1,0,0,0,1,0
29.9207767,-90.09923,4.5,133,2,1,0,0,1,0,0,1,0,0,1,0,1,0
39.9459602,-75.1594404,4.5,57,1,1,0,0,0,0,0,0,0,0,0,0,1,1
40.1219150349,-75.0482869391,4.0,111,1,1,0,0,0,0,0,1,0,0,0,0,1,0
34.4026017,-119.697943,4.0,534,2,1,0,0,0,0,1,1,0,0,1,0,1,0
27.9150364,-82.7491266,4.0,128,1,1,0,0,0,0,0,1,0,0,0,0,1,0
27.9376037,-82.3012567,4.0,141,2,1,0,0,0,0,0,1,1,0,0,0,1,0
27.839491,-82.7268213,4.5,53,2,1,0,0,0,0,1,0,0,0,0,0,1,0
29.953715,-90.0651341,4.0,389,2,0,0,0,0,0,1,1,1,0,0,0,1,0
32.2210041,-110.9376984,3.5,53,1,1,0,0,0,0,0,1,0,0,0,0,0,1
39.8695101047,-86.142976152,4.0,58,2,1,0,0,0,1,0,1,1,0,0,0,0,0
36.1779745,-86.751071,4.0,88,1,0,0,0,0,0,0,0,1,0,0,0,1,0
28.04209,-82.5818676851,3.5,327,2,1,0,0,0,1,0,1,1,0,0,0,1,0
39.4909814,-119.8048021,4.5,374,2,1,0,0,0,1,0,1,0,0,0,0,1,0
53.4538434,-113.5665852,3.5,102,2,0,0,0,0,1,1,0,0,0,0,0,1,0
32.192469852,-110.8424604,4.5,54,1,1,0,0,0,0,0,1,0,0,0,0,0,1
32.220554,-110.929296,3.5,88,2,1,0,0,0,0,0,1,1,0,0,0,0,0
39.50501,-119.78329,4.0,75,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.0426014,-75.0747689,4.5,88,2,1,0,0,0,0,1,1,1,0,0,0,1,0
38.69203,-89.971958,4.0,115,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.9782439,-82.8271612,3.5,77,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.91679,-82.731163,4.5,139,2,1,0,0,0,1,0,1,0,0,1,0,1,0
32.362689,-111.120753,3.5,113,1,1,0,0,0,0,0,0,0,0,1,0,1,0
39.9487666,-75.2138752,4.5,60,1,1,0,0,0,0,0,1,0,0,0,0,0,1
32.2221884,-110.9673208,4.0,181,1,1,0,0,0,0,0,1,0,0,1,0,1,0
32.2255671,-110.9658392,3.5,77,2,1,0,0,0,0,0,1,0,1,0,0,0,1
36.040923,-86.7122720466,4.5,118,1,1,0,0,0,0,0,1,0,0,0,0,0,1
32.2218605,-110.9320475,4.0,613,2,1,0,0,0,0,0,1,0,0,0,0,1,0
38.622092,-90.515871,4.0,93,3,1,0,0,0,0,0,1,0,1,0,0,0,1
39.9609007304,-75.145153154,4.0,87,1,1,0,0,0,0,0,1,0,0,0,0,1,0
27.771009,-82.6378521,4.5,53,2,1,0,0,0,0,0,1,0,1,0,0,0,0
27.739962,-82.7497279,5.0,84,2,1,0,1,1,0,0,1,0,0,0,0,1,0
39.5852138314,-119.7411786822,4.5,80,1,1,0,0,0,0,0,1,0,0,0,0,0,1
34.42949848,-119.8711372792,3.5,550,2,1,0,0,0,0,1,1,0,0,0,0,1,0
38.5928443407,-90.3589685662,4.0,318,2,1,0,0,1,1,0,1,0,0,1,0,1,0
32.4928879,-110.9245478,3.5,115,1,1,0,0,0,0,0,1,0,0,1,0,1,0
39.9112565899,-86.2617743714,3.5,56,1,1,0,0,0,0,0,1,0,0,0,0,1,0
36.176361,-86.7513014,3.5,154,2,1,0,0,0,0,0,1,0,0,0,0,1,0
